notes,species,family,reference,calyx_length_mm,corolla_tube_mm,corolla_length_mm,corolla_colour,stamen_length_mm,distribution,altitude
NA,Ardisia denigrata,prim,Hu 2002 Blumea,1.25,NA,3.75,pink,NA,Mnt Batulanteh,700_1200
NA,Ardisia densipunctata,prim,Hu 2002 Blumea,2.25,NA,3.5_4,NA,NA,Kotawaringin Timur,50
NA,Ardisia devogelii,prim,Stone 1990,3,NA,6,NA,NA,Barisan range,270
NA,Ardisia dewildei,prim,Hu 2002 Blumea,1.5,NA,3.5,pink,NA,Sumatra,50_300
NA,Ardisia doeringiana,prim,NA,NA,NA,NA,NA,NA,T,NA
NA,Ardisia elmeri,prim,Stone 1993,1,NA,3,NA,NA,Luzon_Mindoro_Negros Occidental,1200_1600
NA,Ardisia elocellata,prim,Hu 2002 Blumea,3,NA,4.5_5,pink,NA,Peninsular Malaysia,300_1300
NA,Ardisia eucalyptifolia,prim,Stone 1989,1.6,NA,3,NA,NA,Upper Rejang_West Kutai,130
NA,Ardisia foliosa,prim,Julius and Utteridge 2012,1,NA,3_4,white,NA,Kelantan_Terengganu,145
NA,Ardisia forbesii,prim,Schleumer 1988 Blumea,1.5_1.8,NA,6,pink_white,NA,New Guinea,300_1525
NA,Ardisia fortis,prim,Stone 1989,NA,NA,4_5,NA,NA,Sarawak,100
NA,Ardisia fragrans,prim,Stone 1993,1,NA,3_3.75,white,NA,Mnt Apo,1200_1400
NA,Ardisia garubahaya,prim,Hu 2002 Blumea,2.5,NA,4.5,NA,NA,Kotawaringan Timur,50
NA,Ardisia gasingoides,prim,Julius et al. 2017,0.9_2,NA,3.2,NA,NA,Johor,1_450
NA,Ardisia gjellerupii,prim,Schleumer 1988 Blumea,1.2,NA,3,pink,NA,New Guinea,1_800
NA,Ardisia hymenandroides,prim,Takeuchi 2009 Foja,1_1.3,NA,4.5_5,NA,NA,Foja Mnts,815
NA,Ardisia ilocana,prim,Stone 1993,NA,NA,3.5,white,NA,Ilocos Norte,500
NA,Ardisia imperialis,prim,Schleumer 1988 Blumea,NA,NA,NA,pink_purple_white,NA,New Guinea,20_450
NA,Ardisia kainantuensis,prim,Schleumer 1988 Blumea,3,NA,6,pink,NA,Kainantu,1280_1645
NA,Ardisia kajumarina,prim,Hu 2002 Blumea,3.5_4,NA,6_7,red,NA,Batulanteh,600_1000
NA,Ardisia kostermansii,prim,Stone 1989,1.5,NA,3.6,NA,NA,Gunung Njapa,100
NA,Ardisia laciniata,prim,Schleumer 1988 Blumea,1,NA,2.5_3,NA,NA,Sepik River,NA
NA,Ardisia lammersiana,prim,Takeuchi 2009 Mamberano,1.3_1.7,NA,4_4.5,NA,NA,Baitanisa,20
NA,Ardisia lauracea,prim,Schleumer 1988 Blumea,1.5,NA,1.5,NA,NA,E Sepik,NA
NA,Ardisia lauterbachii,prim,Schleumer 1988 Blumea,2,NA,6,pink_red,NA,Upper Gogol River,NA
NA,Ardisia laxa,prim,Schleumer 1988 Blumea,NA,NA,NA,NA,NA,Lorentz Range,NA
NA,Ardisia ledermanii,prim,Schleumer 1988 Blumea,1.5,NA,NA,NA,NA,Mnt Hunstein,NA
NA,Ardisia leptalea,prim,Stone 1990,1.5,NA,3.5,NA,NA,Mnt Nokilaki,1000_1300
NA,Ardisia leuserensis,prim,Hu 2002 Blumea,2,NA,4,purple_lilac,NA,Sumatra,500_1000
NA,Ardisia lingula,prim,Stone 1989,4,NA,NA,NA,NA,Bukit Mentagai,135
NA,Ardisia loheri,prim,Stone 1993,1,NA,3,NA,NA,Luzon_Mindanao_Negros Occidental,500_1200
NA,Ardisia lustrata,prim,Stone 1989,1.5,NA,5,pink,NA,Sarawak,650_670
NA,Ardisia meijerii,prim,Hu 2002 Blumea,1.5,NA,3,pink,NA,Sabah,1_600
NA,Ardisia meonobotrys,prim,Schleumer 1988 Blumea,1.2,NA,3_3.5,NA,NA,W Sepik,100_1000
NA,Ardisia merijimah,prim,Stone 1989,1.5,NA,6,NA,NA,Bukit Tunggal Sibu,NA
NA,Ardisia mezii,prim,Stone 1993,2,NA,4,NA,NA,Babuyanes_Luzon_Mindano,700_1200
NA,Ardisia milneensis,prim,Hu 2002 Blumea,1,NA,3,white,NA,Mt Dayman,1100_1500
NA,Ardisia monilipila,prim,Stone 1990,NA,NA,2,NA,NA,Sabah_Kalimantan,30_900
NA,Ardisia morobensis,prim,Schleumer 1988 Blumea,1.3,NA,2.5_3,cream,NA,Morobe,800_1800
NA,Ardisia morotaiensis,prim,Hu 2002 Blumea,1.75,NA,4,white,NA,Morotai,800_1300
NA,Ardisia moultonii,prim,Stone 1989,2_2.4,NA,4.5_4.8,pink,NA,Sarawak,1300_1500
NA,Ardisia muluensis,prim,Stone 1990,1.4,NA,4,NA,NA,Mulu,1900_1940
NA,Ardisia myriosticta,prim,Schleumer 1988 Blumea,1.2,NA,3.5_4,NA,NA,Torricelli Mnts,2100_2300
NA,Ardisia nagaensis,prim,Julius et al. 2020,1_1.5,NA,8,purple,NA,Gua Naga,NA
NA,Ardisia nigro-maculata,prim,Stone 1993,1,NA,3_3.5,white,NA,Luzon_Panay_Negros Oriental_Negros Occidental,1000
NA,Ardisia novoguineensis,prim,Schleumer 1988 Blumea,NA,NA,8,pink,NA,Middle Sepik River,NA
NA,Ardisia oreophila,prim,Hu 2002 Blumea,1.75,NA,3_3.5,pink,NA,Palawan,1100
NA,Ardisia pentaglossa,prim,Stone 1989,3.5_4,NA,6,NA,NA,Nyabau,200
NA,Ardisia perissa,prim,Stone 1990,2,NA,3.5,NA,NA,Sarawak_Kalimantan,150
NA,Ardisia petila,prim,Stone 1990,2,NA,5.5,NA,NA,Towuti,NA
NA,Ardisia phaeoneura,prim,Hu 2002 Blumea,2,NA,NA,NA,NA,Serawai,700
NA,Ardisia podadenia,prim,Stone 1989,1.5,NA,6,NA,NA,Sandakan,1_200
NA,Ardisia praetervisa,prim,Hu 2002 Blumea,1.5,NA,3.5,whitish_orange,NA,Sabah_Sarawak,1500
NA,Ardisia premnifolia,prim,Hu 2002 Blumea,1,NA,0.5,white_pink,NA,Sabah,1500
NA,Ardisia pteropoda,prim,NA,NA,NA,NA,NA,NA,Sw,NA
NA,Ardisia pulvinulata,prim,Stone 1990,1.5,NA,5,NA,NA,Roroka Timbu,1500
NA,Ardisia pustulata,prim,Schleumer 1988 Blumea,NA,NA,NA,NA,NA,Lorentz Range,NA
NA,Ardisia pyrotechnica,prim,Julius et al. 2021 Phytotaxa,7_10,NA,NA,pink_white,NA,Lambir_Niah,NA
NA,Ardisia racemibunda,prim,Stone 1989,2.5,NA,8,pink,NA,Sabah_Sarawak,700_900
NA,Ardisia racemigera,prim,Schleumer 1988 Blumea,2_2.5,NA,3,red,NA,Bacan,5_100
NA,Ardisia racemoso-panniculata,prim,Stone 1993,1.5_1.7,NA,4,white_pink,NA,Mnt Apo,1300_1600
NA,Ardisia recurvata,prim,Hu 2002 Blumea,1.75,NA,6.5,lilac_pink,NA,Sumatra,1500_1800
NA,Ardisia recurvisepala,prim,Julius and Utteridge 2021,2,NA,8,red,NA,Bukit Larut,900_950
NA,Ardisia reynosoi,prim,Stone 1994,1.1_1.8,NA,4,NA,NA,Mnt Giting Giting,1400
NA,Ardisia ridsdalei,prim,Hu 2002 Blumea,2.25,NA,NA,NA,NA,Danum,NA
NA,Ardisia rubicunda,prim,Hu 2002 Blumea,2,NA,3,pink,NA,Sabah,1300_1400
NA,Ardisia ruthiae,prim,Stone 1989,NA,NA,4,NA,NA,Semunsam Wildlife Sanctuary,NA
NA,Ardisia sagoensis,prim,Hu 2002 Blumea,2.3,NA,NA,NA,NA,W Sumatra,600_700
NA,Ardisia samarensis,prim,Stone 1993,2,NA,4,NA,NA,Samar_Bohol,NA
NA,Ardisia schultzei,prim,Schleumer 1988 Blumea,NA,NA,NA,NA,NA,Sepik River,NA
NA,Ardisia sicula,prim,Stone 1989,1.5,NA,2.4,NA,NA,Bungoh Range,2600
NA,Ardisia sideromalla,prim,Schleumer 1988 Blumea,1.5,NA,4,NA,NA,W Sepik,300_800
NA,Ardisia sigillata,prim,Stone 1989,NA,NA,4,NA,NA,Sabah,250_300
NA,Ardisia silamensis,prim,Utteridge et al. 2014,1_2,NA,4.5_7.5,pink_white,NA,Mount Silam,700_2700
NA,Ardisia singularis,prim,Stone 1990,1.5_1.9,NA,3,NA,NA,Sarawak_Kalimantan,20_1100
NA,Ardisia sorogensis,prim,Hu 2002 Blumea,1.5,NA,5,purple,NA,Rajah Ampat_Sidei,50_100
NA,Ardisia spiciformis,prim,Hu 2002 Blumea,1.75,NA,3,pink_white,NA,Gng Bentuang,150_360
NA,Ardisia spilota,prim,Stone 1990,3,NA,5.25,NA,NA,Gng Ilas Mapulu,400
NA,Ardisia squarrosa,prim,Schleumer 1988 Blumea,1,NA,2,NA,NA,Sogere PNG,NA
NA,Ardisia steiranthera,prim,Stone 1990,1_1.2,NA,3,NA,NA,Brunei,45_250
NA,Ardisia stichantha,prim,Stone 1993,0.7,NA,3,NA,NA,Mnt Suson Delaga,NA
NA,Ardisia subverticillata,prim,Julius and Utteridge 2012,1_1.2,NA,3_4,white_pink,NA,Peninsular Malaysia,1219_1433
NA,Ardisia synneura,prim,Stone 1989,1_1.25,NA,3,NA,NA,Sabah_Brunei_Sarawak,180_600
NA,Ardisia tanycardia,prim,Stone 1990,1,NA,8,NA,NA,New Britain,600_895
NA,Ardisia ternatensis,prim,Schleumer 1988 Blumea,1_1.5,NA,2.5,white_cream,NA,Ternate_Ambon_Aru_New Guinea,1_1800
NA,Ardisia theifolia,prim,Julius and Utteridge 2012,1,NA,2.5_4,white_pink,NA,Perak_Pahang,1480_1800
NA,Ardisia torsiva,prim,Hu 2002 Blumea,4.5_5,NA,9,white_pink,NA,Sumatra,1000_3000
NA,Ardisia trichogyne,prim,Stone 1989,1.1,NA,3,red,NA,Kalabakan,45
NA,Ardisia tryssa,prim,Stone 1990,1.25,NA,3.5,NA,NA,Batu Badingding,NA
NA,Ardisia turbinata,prim,Stone 1990,1.3,NA,4.8,NA,NA,Gasmata,300
NA,Ardisia venulosa,prim,Hu 2002 Blumea,1,NA,2.5,NA,NA,Sumatra,1100_2000
NA,Ardisia venusta,prim,Schleumer 1988 Blumea,3,NA,9,red_purple,NA,Central District PNG,150_1800
NA,Embelia arfakensis,prim,Schleumer 1987,NA,NA,NA,NA,NA,Mnt Koebre,2430
NA,Embelia australiana,prim,Schleumer 1987; Reynolds 1991,0.8_1.3,NA,2_3.2,NA,NA,Queensland_New South Wales_Gulf Province,NA
NA,Embelia brassii,prim,Schleumer 1987,1,NA,1.5,white_cream,NA,PNG,1990_2600
NA,Embelia butangifolia,prim,Dubearnes et al. 2015,1,NA,2_3,NA,NA,Peninsular Malaysia,1450_1770
NA,Embelia caulialata,prim,Reynolds 1991,1,NA,1.5,NA,NA,NE Queensland_S New Guinea,NA
NA,Embelia cotinoides,prim,Schleumer 1987,1,NA,1.5,NA,NA,New Guinea_New Britain_Salawati,2150_2895
NA,Embelia elevativena,prim,Schleumer 1987,1,NA,1.5,NA,NA,Vogelkop,1750_2400
NA,Embelia frangulifolia,prim,NA,NA,NA,NA,NA,NA,T,NA
NA,Embelia gracilenta,prim,Schleumer 1987,0.5,NA,2_5,NA,NA,E New Guinea_Ranongga Is,1_1800
NA,Embelia kuborensis,prim,Schleumer 1987,1,NA,1.5,NA,NA,S Highlands PNG_W Highlands PNG,2530_2940
NA,Embelia ottoniana,prim,Schleumer 1987,1,NA,2,NA,NA,Mount Otto,2400
NA,Embelia pullenii,prim,Schleumer 1987,NA,NA,NA,NA,NA,Central Dist PNG,100
NA,Embelia resinosa,prim,Schleumer 1987,0.5,NA,0.6,NA,NA,Wondiwoi_Arfaks,800_2000
NA,Embelia vinosiramosa,prim,Dubearnes et al. 2015,0.9_1,NA,1.8_2,NA,NA,Pahang,1790_2050
NA,Maesa amplexicaulis,prim,Utteridge 2001,0.8_1,NA,0.4_0.5,white,NA,Tariku River,300
NA,Maesa aurulenta,prim,Sumanon et al. 2021,0.4_0.6,NA,0.5_0.7,green_white,NA,Central Province PNG_Milne Bay PNG,600_820
NA,Maesa beamanii,prim,Utteridge 2003; Utteridge 2000,0.75_1.2,NA,1.5_2.2,white_cream,NA,Mount Jaya,2300_3000
NA,Maesa bismarckiana,prim,Sleumer 1987,1_1.5,NA,2.5,white_cream_yellow_green,NA,New Guinea,600_3300
NA,Maesa brassii,prim,Sumanon et al. 2021,0.6_0.9,NA,NA,NA,NA,Mount Dayman,700
NA,Maesa brevipedicellata,prim,Sumanon et al. 2020,0.6_0.9,NA,0.6_1,NA,NA,Central Province PNG_Morobe,900_2200
NA,Maesa calcarea,prim,Sleumer 1987,0.7,NA,1.2,white,NA,Ayamaru,240_275
NA,Maesa cauliflora,prim,Sleumer 1987,1.5,NA,NA,white,NA,N New Guinea,50_500
NA,Maesa clementis,prim,Utteridge et al. unpublished,0.6_0.975,NA,0.625_1.025,white,NA,Sabah_N Sarawak_N Kalimantan,900_1800
NA,Maesa corneri,prim,Sleumer 1987,1.2,NA,2.5,white_cream,NA,Bougainville,600_900
NA,Maesa cumingii,prim,Utteridge and Saunders 2004,0.4_0.9,NA,1_1.9,NA,NA,Philippines,50_900
NA,Maesa davaensis,prim,Utteridge and Saunders 2004,0.7_0.8,NA,1.6_2,pink,NA,Mati Davao,NA
NA,Maesa decidua,prim,Utteridge et al. unpublished,0.5_0.85,NA,0.65_1.6,green_white,NA,Kinabalu,2400_2900
NA,Maesa decipiens,prim,Utteridge 2003,0.65_1.1,NA,2.2_2.7,white,NA,Mount Jaya,1600_1725
NA,Maesa denticulata,prim,Utteridge and Saunders 2004,0.5_1.2,NA,0.5_2.2,white_yellow,NA,Philippines_Sabah_Sulawesi,100_1550
