"PlotNo","restoration","binomial_name","Family","Genus","Species","DBH.mm","Height_m","species_origin"
"26D","NR","Pentace laxiflora","MALVACEAE","Pentace","laxiflora",132,27.8,"CP"
"26D","NR","Barringtonia lanceolata","BARRINGTONIACEAE","Barringtonia","lanceolata",133,11.1,"CP"
"26D","NR","Microcos ossea","MALVACEAE","Microcos","ossea",190,10.6,"CP"
"26D","NR","Xanthophyllum unknown mixed","POLYGALACEAE","Xanthophyllum","unknown mixed",107,9.8,"CP"
"26D","NR","Payena unknown mixed","SAPOTACEAE","Payena","unknown mixed",122,10.1,"CP"
"26D","NR","Gironniera nervosa","ULMACEAE","Gironniera","nervosa",120,12.9,"CP"
"26D","NR","Walsura pinnata","MELIACEAE","Walsura","pinnata",162,12.8,"CP"
"26D","NR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",988,38.4,"CP"
"26D","NR","Gironniera nervosa","ULMACEAE","Gironniera","nervosa",140,12.8,"CP"
"26D","NR","Gironniera nervosa","ULMACEAE","Gironniera","nervosa",124,6.6,"CP"
"26D","NR","Gironniera nervosa","ULMACEAE","Gironniera","nervosa",156,9.7,"CP"
"26D","NR","Madhuca korthalsii","SAPOTACEAE","Madhuca","korthalsii",112,8.5,"CP"
"26D","NR","Shorea fallax","DIPTEROCARPACEAE","Shorea","fallax",340,18.9,"CP"
"26D","NR","Hydnocarpus anomalus","ACHARIACEAE","Hydnocarpus","anomalus",234,28,"CP"
"26D","NR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",107,12.1,"CP"
"26D","NR","Scaphium macropodum","MALVACEAE","Scaphium","macropodum",167,17.5,"CP"
"26D","NR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",379,31.2,"CP"
"26D","NR","Barringtonia lanceolata","BARRINGTONIACEAE","Barringtonia","lanceolata",265,17.3,"CP"
"26D","NR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",242,22,"CP"
"26D","NR","Barringtonia macrostachya","BARRINGTONIACEAE","Barringtonia","macrostachya",120,8,"CP"
"26D","NR","Walsura pinnata","MELIACEAE","Walsura","pinnata",199,18.4,"CP"
"26D","NR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",172,17.8,"CP"
"26D","NR","Shorea fallax","DIPTEROCARPACEAE","Shorea","fallax",632,26.9,"CP"
"26D","NR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",130,16.7,"CP"
"26D","NR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",318,27.9,"CP"
"26D","NR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",108,8,"CP"
"26D","NR","Dimorphocalyx murinus","EUPHORBIACEAE","Dimorphocalyx","murinus",126,11.2,"CP"
"26D","NR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",837,40.1,"CP"
"26D","NR","Pternandra coerulescens","MELASTOMATACEAE","Pternandra","coerulescens",151,5.8,"CP"
"26D","NR","Unknown unknown mixed","LIANA","Unknown","unknown mixed",127,11.2,"CP"
"26D","NR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",107,9,"CP"
"26D","NR","Hubera rumphii","ANNONACEAE","Hubera","rumphii",171,13.9,"CP"
"26D","NR","Mallotus species 1","EUPHORBIACEAE","Mallotus","species 1",161,12,"CP"
"26D","NR","Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum",398,30.9,"CP"
"26D","NR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",147,10.5,"CP"
"26D","NR","Santiria laevigata","BURSERACEAE","Santiria","laevigata",108,11.8,"CP"
"26D","NR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",203,18.1,"CP"
"26D","NR","Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum",131,12.9,"CP"
"26D","NR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",225,14.2,"CP"
"26D","NR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",105,7.2,"CP"
"26D","NR","Mallotus stipularis","EUPHORBIACEAE","Mallotus","stipularis",111,6.4,"CP"
"26D","NR","Knema pectinata","MYRISTICACEAE","Knema","pectinata",120,8.2,"CP"
"26D","NR","Diospyros cauliflora","EBENACEAE","Diospyros","cauliflora",137,9.2,"CP"
"26D","NR","Madhuca korthalsii","SAPOTACEAE","Madhuca","korthalsii",127,14.6,"CP"
"26D","NR","Neoscortechinia kingii","EUPHORBIACEAE","Neoscortechinia","kingii",161,10.9,"CP"
"26D","NR","Knema pectinata","MYRISTICACEAE","Knema","pectinata",124,8.7,"CP"
"26D","NR","Scaphium macropodum","MALVACEAE","Scaphium","macropodum",374,28.1,"CP"
"26D","NR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",139,8.4,"CP"
"26D","NR","Hopea nervosa","DIPTEROCARPACEAE","Hopea","nervosa",192,23.1,"CP"
"26D","NR","Koilodepas longifolium","EUPHORBIACEAE","Koilodepas","longifolium",118,10.6,"CP"
"26D","NR","Barringtonia macrostachya","BARRINGTONIACEAE","Barringtonia","macrostachya",440,21,"CP"
"26D","NR","Mallotus stipularis","EUPHORBIACEAE","Mallotus","stipularis",155,19.7,"CP"
"26D","NR","Lophopetalum javanicum","CELASTRACEAE","Lophopetalum","javanicum",211,22.1,"CP"
"26D","NR","Mallotus stipularis","EUPHORBIACEAE","Mallotus","stipularis",182,15.9,"CP"
"26D","NR","Pentace laxiflora","MALVACEAE","Pentace","laxiflora",215,26,"CP"
"26D","NR","Aporusa falcifera","PHYLLANTHACEAE","Aporusa","falcifera",160,12.9,"CP"
"26D","NR","Mallotus stipularis","EUPHORBIACEAE","Mallotus","stipularis",120,16.2,"CP"
"27D","AR","Mallotus species 1","EUPHORBIACEAE","Mallotus","species 1",122,10.8,"CP"
"27D","AR","Duabanga moluccana","SONNERATIACEAE","Duabanga","moluccana",680,35.7,"CP"
"27D","AR","Glochidion pubicapsa","PHYLLANTHACEAE","Glochidion","pubicapsa",219,17.3,"CP"
"27D","AR","Parashorea tomentella","DIPTEROCARPACEAE","Parashorea","tomentella",177,14.2,"CP"
"27D","AR","Mallotus lackeyi","EUPHORBIACEAE","Mallotus","lackeyi",112,9.7,"CP"
"27D","AR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",363,13.7,"CP"
"27D","AR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",107,12.1,"CP"
"27D","AR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",283,14.2,"CP"
"27D","AR","Diospyros elliptifolia","EBENACEAE","Diospyros","elliptifolia",111,4.2,"CP"
"27D","AR","Diospyros tuberculata","EBENACEAE","Diospyros","tuberculata",118,7.7,"CP"
"27D","AR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",278,15.6,"CP"
"27D","AR","Litsea oppositifolia","LAURACEAE","Litsea","oppositifolia",149,13.1,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",123,8.3,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",186,12.9,"CP"
"27D","AR","Octomeles sumatrana","TETRAMELACEAE","Octomeles","sumatrana",1000,49.4,"CP"
"27D","AR","Dryobalanops lanceolata","DIPTEROCARPACEAE","Dryobalanops","lanceolata",1029,50,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",182,12.7,"CP"
"27D","AR","Leea aculeata","LEEACEAE","Leea","aculeata",112,10.8,"CP"
"27D","AR","Diospyros tuberculata","EBENACEAE","Diospyros","tuberculata",127,13.8,"CP"
"27D","AR","Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan",191,12.6,"CP"
"27D","AR","Octomeles sumatrana","TETRAMELACEAE","Octomeles","sumatrana",943,49,"CP"
"27D","AR","Octomeles sumatrana","TETRAMELACEAE","Octomeles","sumatrana",567,30,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",200,9.4,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",182,5,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",151,14,"CP"
"27D","AR","Dimocarpus dentatus","SAPINDACEAE","Dimocarpus","dentatus",157,8.4,"CP"
"27D","AR","Dimocarpus dentatus","SAPINDACEAE","Dimocarpus","dentatus",110,6.3,"CP"
"27D","AR","Diospyros tuberculata","EBENACEAE","Diospyros","tuberculata",135,18.9,"CP"
"27D","AR","Octomeles sumatrana","TETRAMELACEAE","Octomeles","sumatrana",674,48.6,"CP"
"27D","AR","Octomeles sumatrana","TETRAMELACEAE","Octomeles","sumatrana",399,25.4,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",397,15.6,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",185,13.8,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",141,6.9,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",177,9.6,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",122,7.1,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",146,7.5,"CP"
"27D","AR","Ardisia  unknown mixed","PRIMULACEAE","Ardisia ","unknown mixed",199,11.5,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",160,7,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",115,6.8,"CP"
"27D","AR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",109,6.5,"CP"
"27D","AR","Brownlowia peltata","MALVACEAE","Brownlowia","peltata",110,6,"CP"
"27D","AR","Octomeles sumatrana","TETRAMELACEAE","Octomeles","sumatrana",751,31.4,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",323,12.7,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",320,15.9,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",231,13.8,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",229,11.1,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",195,8.1,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",119,8,"CP"
"27D","AR","Dimocarpus dentatus","SAPINDACEAE","Dimocarpus","dentatus",148,9.4,"CP"
"27D","AR","Dimocarpus dentatus","SAPINDACEAE","Dimocarpus","dentatus",146,7.5,"CP"
"27D","AR","Dimocarpus dentatus","SAPINDACEAE","Dimocarpus","dentatus",138,13.3,"CP"
"27D","AR","Dimocarpus dentatus","SAPINDACEAE","Dimocarpus","dentatus",117,6.9,"CP"
"27D","AR","Dimocarpus dentatus","SAPINDACEAE","Dimocarpus","dentatus",119,10.8,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",204,9.2,"CP"
"27D","AR","Ardisia  colorata","PRIMULACEAE","Ardisia ","colorata",109,12.3,"CP"
"27D","AR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",397,28.7,"CP"
"27D","AR","Mallotus species 1","EUPHORBIACEAE","Mallotus","species 1",150,16,"CP"
"27D","AR","Mallotus species 1","EUPHORBIACEAE","Mallotus","species 1",142,15.3,"CP"
"27D","AR","Lansium domesticum","MELIACEAE","Lansium","domesticum",123,13.3,"CP"
"27D","AR","Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan",262,18.6,"CP"
"27D","AR","Baccaurea tetrandra","PHYLLANTHACEAE","Baccaurea","tetrandra",164,14.2,"CP"
"27D","AR","Octomeles sumatrana","TETRAMELACEAE","Octomeles","sumatrana",789,43.2,"CP"
"27D","AR","Octomeles sumatrana","TETRAMELACEAE","Octomeles","sumatrana",451,31.8,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",215,19.5,"CP"
"27D","AR","Dehaasia incrassata","LAURACEAE","Dehaasia","incrassata",253,15.1,"CP"
"27D","AR","Microcos crassifolia","MALVACEAE","Microcos","crassifolia",223,23.1,"CP"
"27D","AR","Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan",160,16.4,"CP"
"27D","AR","Azadirachta excelsa","MELIACEAE","Azadirachta","excelsa",245,28.7,"CP"
"27D","AR","Dimocarpus longan","SAPINDACEAE","Dimocarpus","longan",274,16.3,"CP"
"27D","AR","Diospyros tuberculata","EBENACEAE","Diospyros","tuberculata",111,9.2,"CP"
"27D","AR","Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan",1273,54,"CP"
"27D","AR","Barringtonia macrostachya","BARRINGTONIACEAE","Barringtonia","macrostachya",163,7.4,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",233,9.1,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",173,4.8,"CP"
"27D","AR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",200,8.3,"CP"
"27D","AR","Diospyros andamanica","EBENACEAE","Diospyros","andamanica",166,11.8,"CP"
"27D","AR","Nothaphoebe umbelliflora","LAURACEAE","Nothaphoebe","umbelliflora",166,5.8,"CP"
"27D","AR","Dimocarpus dentatus","SAPINDACEAE","Dimocarpus","dentatus",105,11.9,"CP"
"27D","AR","Dimocarpus dentatus","SAPINDACEAE","Dimocarpus","dentatus",100,11.3,"CP"
"27D","AR","Barringtonia macrostachya","BARRINGTONIACEAE","Barringtonia","macrostachya",144,9.6,"CP"
"27D","AR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",129,10.7,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",118,10.8,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",118,11.5,"CP"
"27D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",133,9.5,"CP"
"27D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",165,7.5,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",133,10.3,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",134,7.9,"CP"
"27D","AR","Glochidion elmari","PHYLLANTHACEAE","Glochidion","elmari",114,9.2,"CP"
"27D","AR","Dysoxylum cyrtobotryum","MELIACEAE","Dysoxylum","cyrtobotryum",120,7.6,"CP"
"27D","AR","Unknown unknown mixed","LAURACEAE","Unknown","unknown mixed",280,10.4,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",132,10.5,"CP"
"27D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",173,10.9,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",160,8.7,"CP"
"27D","AR","Litsea unknown mixed","LAURACEAE","Litsea","unknown mixed",119,6.9,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",118,9.7,"CP"
"27D","AR","Diospyros tuberculata","EBENACEAE","Diospyros","tuberculata",149,10.6,"CP"
"27D","AR","Planchonia brevistipitata","BARRINGTONIACEAE","Planchonia","brevistipitata",134,12.6,"CP"
"27D","AR","Octomeles sumatrana","TETRAMELACEAE","Octomeles","sumatrana",1125,50.8,"CP"
"27D","AR","Sterculia cordata","MALVACEAE","Sterculia","cordata",112,14,"CP"
"27D","AR","Litsea angulata","LAURACEAE","Litsea","angulata",124,9.3,"CP"
"27D","AR","Pentace unknown mixed","MALVACEAE","Pentace","unknown mixed",200,11.2,"CP"
"27D","AR","Unknown unknown mixed","MELIACEAE","Unknown","unknown mixed",100,3,"CP"
"27D","AR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",129,10.4,"CP"
"27D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",115,10.2,"CP"
"27D","AR","Mallotus lackeyi","EUPHORBIACEAE","Mallotus","lackeyi",114,4.6,"CP"
"27D","AR","Unknown unknown mixed","LAURACEAE","Unknown","unknown mixed",120,7.2,"CP"
"27D","AR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",137,5.4,"CP"
"27D","AR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",101,8.9,"CP"
"27D","AR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",249,10.4,"CP"
"27D","AR","Chisocheton macranthus","MELIACEAE","Chisocheton","macranthus",165,16.9,"CP"
"27D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",107,6.2,"CP"
"27D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",200,12,"CP"
"27D","AR","Diospyros tuberculata","EBENACEAE","Diospyros","tuberculata",154,14.1,"CP"
"27D","AR","Diospyros tuberculata","EBENACEAE","Diospyros","tuberculata",135,12,"CP"
"28D","AR","Aglaia unknown mixed","MELIACEAE","Aglaia","unknown mixed",118,13.1,"CP"
"28D","AR","Macaranga hypoleuca","EUPHORBIACEAE","Macaranga","hypoleuca",435,22.9,"CP"
"28D","AR","Nephelium ramboutan-ake","SAPINDACEAE","Nephelium","ramboutan-ake",178,13.7,"CP"
"28D","AR","Nephelium ramboutan-ake","SAPINDACEAE","Nephelium","ramboutan-ake",234,17,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",122,12.6,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",133,9,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",110,10.9,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",130,10.7,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",107,9.3,"CP"
"28D","AR","Symplocos unknown mixed","SYMPLOCACEAE","Symplocos","unknown mixed",105,10.4,"CP"
"28D","AR","Guioa pleuropteris","SAPINDACEAE","Guioa","pleuropteris",120,11.7,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",135,10.6,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",130,11.4,"CP"
"28D","AR","Neolamarckia cadamba","RUBIACEAE","Neolamarckia","cadamba",571,29.4,"CP"
"28D","AR","Endospermum diadenum","EUPHORBIACEAE","Endospermum","diadenum",318,20.1,"CP"
"28D","AR","Diospyros toposia","EBENACEAE","Diospyros","toposia",120,10.8,"CP"
"28D","AR","Glochidion rubrum","PHYLLANTHACEAE","Glochidion","rubrum",184,15.8,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",168,15.7,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",164,14.6,"CP"
"28D","AR","Macaranga gigantea","EUPHORBIACEAE","Macaranga","gigantea",161,16.8,"CP"
"28D","AR","Macaranga gigantea","EUPHORBIACEAE","Macaranga","gigantea",345,22.8,"CP"
"28D","AR","Macaranga gigantea","EUPHORBIACEAE","Macaranga","gigantea",309,19.8,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",118,12.3,"CP"
"28D","AR","Nephelium ramboutan-ake","SAPINDACEAE","Nephelium","ramboutan-ake",398,21.1,"CP"
"28D","AR","Taulama gitingensis","MAGNOLIACEAE","Taulama","gitingensis",140,13.1,"CP"
"28D","AR","Reinwardtiodendron humile","MELIACEAE","Reinwardtiodendron","humile",190,15.1,"CP"
"28D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",189,20.2,"CP"
"28D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",144,12.3,"CP"
"28D","AR","Teijsmanniodendron unknown mixed","LAMIACEAE","Teijsmanniodendron","unknown mixed",138,11,"CP"
"28D","AR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",433,16.8,"CP"
"28D","AR","Shorea agamii","DIPTEROCARPACEAE","Shorea","agamii",135,11.4,"CP"
"28D","AR","Macaranga hypoleuca","EUPHORBIACEAE","Macaranga","hypoleuca",328,22,"CP"
"28D","AR","Glochidion unknown mixed","PHYLLANTHACEAE","Glochidion","unknown mixed",142,13,"CP"
"28D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",565,33.8,"CP"
"28D","AR","Ixora grandifolia","RUBIACEAE","Ixora","grandifolia",125,13.6,"CP"
"28D","AR","Macaranga gigantea","EUPHORBIACEAE","Macaranga","gigantea",502,22.1,"CP"
"28D","AR","Endospermum diadenum","EUPHORBIACEAE","Endospermum","diadenum",108,16.1,"CP"
"28D","AR","Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan",188,17,"CP"
"28D","AR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",640,26,"CP"
"28D","AR","Parashorea malaanonan","DIPTEROCARPACEAE","Parashorea","malaanonan",120,21.8,"CP"
"28D","AR","Litsea angulata","LAURACEAE","Litsea","angulata",100,12,"CP"
"28D","AR","Madhuca kingiana","SAPOTACEAE","Madhuca","kingiana",173,12.2,"CP"
"28D","AR","Chionanthus pluriflorus","OLEACEAE","Chionanthus","pluriflorus",200,18.7,"CP"
"28D","AR","Shorea superba","DIPTEROCARPACEAE","Shorea","superba",151,19.9,"CP"
"28D","AR","Unknown unknown mixed","LAURACEAE","Unknown","unknown mixed",202,20.4,"CP"
"28D","AR","Reinwardtiodendron humile","MELIACEAE","Reinwardtiodendron","humile",106,8.8,"CP"
"28D","AR","Ludekia borneensis","RUBIACEAE","Ludekia","borneensis",729,41.7,"CP"
"28D","AR","Endospermum diadenum","EUPHORBIACEAE","Endospermum","diadenum",116,12,"CP"
"28D","AR","Cryptocarya erectinervia","LAURACEAE","Cryptocarya","erectinervia",374,27.2,"CP"
"28D","AR","Unknown unknown mixed","LAURACEAE","Unknown","unknown mixed",138,15.9,"CP"
"28D","AR","Shorea fallax","DIPTEROCARPACEAE","Shorea","fallax",110,12.1,"CP"
"28D","AR","Macaranga hypoleuca","EUPHORBIACEAE","Macaranga","hypoleuca",464,27.6,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",127,14.5,"CP"
"28D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",186,24.5,"CP"
"28D","AR","Neonauclea sp1","RUBIACEAE","Neonauclea","sp1",198,15.2,"CP"
"28D","AR","Lithocarpus gracilis","FAGACEAE","Lithocarpus","gracilis",144,25.2,"CP"
"28D","AR","Dipterocarpus unknown mixed","DIPTEROCARPACEAE","Dipterocarpus","unknown mixed",605,32.9,"CP"
"28D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",108,16.1,"CP"
"28D","AR","Paranephelium xestophyllum","SAPINDACEAE","Paranephelium","xestophyllum",126,19.8,"CP"
"28D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",291,24,"CP"
"28D","AR","Alstonia angustifolia","APOCYNACEAE","Alstonia","angustifolia",201,16.1,"CP"
"28D","AR","Barringtonia lanceolata","BARRINGTONIACEAE","Barringtonia","lanceolata",161,15.1,"CP"
"28D","AR","Xanthophyllum affine","POLYGALACEAE","Xanthophyllum","affine",116,11.4,"CP"
"28D","AR","Mallotus species 1","EUPHORBIACEAE","Mallotus","species 1",200,17.4,"CP"
"28D","AR","Knema elmeri","MYRISTICACEAE","Knema","elmeri",200,18.1,"CP"
"28D","AR","Shorea fallax","DIPTEROCARPACEAE","Shorea","fallax",141,15.8,"CP"
"28D","AR","Shorea superba","DIPTEROCARPACEAE","Shorea","superba",161,18.1,"CP"
"28D","AR","Macaranga pearsonii","EUPHORBIACEAE","Macaranga","pearsonii",527,24.4,"CP"
"28D","AR","Shorea parvifolia","DIPTEROCARPACEAE","Shorea","parvifolia",210,20.7,"CP"
"28D","AR","Lithocarpus nieuwenhuisii","FAGACEAE","Lithocarpus","nieuwenhuisii",115,13.1,"CP"
"28D","AR","Glochidion elmari","PHYLLANTHACEAE","Glochidion","elmari",120,13,"CP"
"28D","AR","Glochidion elmari","PHYLLANTHACEAE","Glochidion","elmari",131,12.8,"CP"
"28D","AR","Diospyros macrophylla","EBENACEAE","Diospyros","macrophylla",490,30.4,"CP"
"28D","AR","Antidesma unknown mixed","PHYLLANTHACEAE","Antidesma","unknown mixed",157,13.9,"CP"
"28D","AR","Xylopia ferruginea","ANNONACEAE","Xylopia","ferruginea",107,10.9,"CP"
"28D","AR","Shorea leprosula","DIPTEROCARPACEAE","Shorea","leprosula",110,18.9,"CP"
"28D","AR","Calophyllum gracilipes","CALOPHYLLACEAE","Calophyllum","gracilipes",125,9.2,"CP"
"28D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",116,12.4,"CP"
"28D","AR","Teijsmanniodendron unknown mixed","LAMIACEAE","Teijsmanniodendron","unknown mixed",119,7.6,"CP"
"28D","AR","Canarium denticulatum","BURSERACEAE","Canarium","denticulatum",512,30.2,"CP"
"28D","AR","Dipterocarpus unknown mixed","DIPTEROCARPACEAE","Dipterocarpus","unknown mixed",394,24.4,"CP"
"28D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",123,15.6,"CP"
"28D","AR","Chisocheton unknown mixed","MELIACEAE","Chisocheton","unknown mixed",109,8,"CP"
"28D","AR","Unknown unknown mixed","EUPHORBIACEAE","Unknown","unknown mixed",141,17.3,"CP"
"28D","AR","Pleiocarpidia sandakanica","RUBIACEAE","Pleiocarpidia","sandakanica",120,10.6,"CP"
"28D","AR","Syzygium unknown mixed","MYRTACEAE","Syzygium","unknown mixed",779,23.9,"CP"
"28D","AR","Taulama gitingensis","MAGNOLIACEAE","Taulama","gitingensis",247,18.3,"CP"
"28D","AR","Aporusa grandistipula","PHYLLANTHACEAE","Aporusa","grandistipula",123,12.1,"CP"
"28D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",267,22.9,"CP"
"28D","AR","Dimocarpus longan","SAPINDACEAE","Dimocarpus","longan",105,10.5,"CP"
"28D","AR","Meiogyne virgata","ANNONACEAE","Meiogyne","virgata",317,20.9,"CP"
"28D","AR","Orophea myriantha","ANNONACEAE","Orophea","myriantha",132,13.3,"CP"
"28D","AR","Shorea fallax","DIPTEROCARPACEAE","Shorea","fallax",277,18.4,"CP"
"28D","AR","Cleistanthus hirsutulus","PHYLLANTHACEAE","Cleistanthus","hirsutulus",113,9.8,"CP"
"28D","AR","Unknown unknown mixed","EUPHORBIACEAE","Unknown","unknown mixed",181,21.7,"CP"
"28D","AR","Orophea myriantha","ANNONACEAE","Orophea","myriantha",158,15.1,"CP"
"28D","AR","Unknown unknown mixed","LAURACEAE","Unknown","unknown mixed",109,12.4,"CP"
"28D","AR","Nephelium ramboutan-ake","SAPINDACEAE","Nephelium","ramboutan-ake",342,20.4,"CP"
"28D","AR","Pseuduvaria reticulata","ANNONACEAE","Pseuduvaria","reticulata",209,15.8,"CP"
"28D","AR","Shorea johorensis","DIPTEROCARPACEAE","Shorea","johorensis",214,19,"CP"
"28D","AR","Pterospermum javanicum","MALVACEAE","Pterospermum","javanicum",186,18.5,"CP"
